平成２８年　社会医療診療行為別統計　平成２８年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　脊椎障害（脊椎症を含む）,26738 ,428033 ,26738 ,2327897 ,1680486051 ,2153 ,1848 ,673648 ,16426 ,41193 ,15413759 ,531 ,466 ,1654966 ,8667 ,142312 ,11060892 ,11139 ,41637 ,15507190 ,13798 ,949552 ,13664346 ,5122 ,32875 ,12560319 ,18076 ,612954 ,134472553 ,302 ,1565 ,318615 ,5728 ,50176 ,16845675 ,6442 ,10177 ,485791950 ,8032 ,15325 ,94295247 ,38 ,110 ,89126 ,495 ,696 ,346938 ,25145 ,279645 ,469616229 ,12486 ,147325 ,408172818 ,26478 ,1270147 ,801282970 
,　　椎間板障害,6894 ,80191 ,6894 ,438890 ,344404413 ,1086 ,983 ,385801 ,5064 ,13197 ,5337587 ,67 ,56 ,171515 ,2276 ,32250 ,2336961 ,3053 ,11428 ,4575042 ,4433 ,188970 ,2804254 ,1620 ,6626 ,1641010 ,4248 ,86491 ,19703613 ,49 ,156 ,27600 ,1692 ,8900 ,1688014 ,2501 ,2885 ,99286108 ,3563 ,6854 ,32617230 ,1 ,1 ,220 ,127 ,166 ,83890 ,6479 ,43396 ,75921380 ,3728 ,36518 ,97824058 ,6836 ,215153 ,140024404 
,　　頚腕症候群,215 ,3739 ,215 ,22708 ,6790173 ,23 ,19 ,7938 ,82 ,178 ,65200 ,4 ,5 ,33010 ,110 ,1496 ,141466 ,81 ,304 ,112584 ,168 ,11881 ,165465 ,80 ,547 ,147884 ,81 ,3415 ,735955 ,28 ,248 ,50620 ,86 ,722 ,104108 ,11 ,13 ,276899 ,27 ,218 ,56201 ,-,-,-,7 ,11 ,4980 ,204 ,3573 ,4633527 ,11 ,78 ,254336 ,206 ,10926 ,6538090 
,　　腰痛症及び坐骨神経痛,5930 ,73885 ,5930 ,431134 ,161002759 ,1019 ,844 ,379466 ,2335 ,4901 ,1812438 ,78 ,69 ,231020 ,2898 ,44910 ,3954342 ,1960 ,9469 ,3046821 ,4801 ,224937 ,3281562 ,2224 ,12950 ,5149562 ,1591 ,46193 ,9501689 ,347 ,3300 ,625865 ,1915 ,12435 ,3221823 ,717 ,947 ,15203235 ,781 ,1714 ,1671828 ,6 ,44 ,110150 ,179 ,407 ,220905 ,4802 ,63140 ,99213686 ,678 ,4868 ,13364755 ,4698 ,197083 ,123415647 
,　　その他の脊柱障害,3343 ,46478 ,3343 ,273527 ,302802230 ,231 ,189 ,78473 ,2257 ,5662 ,2201810 ,100 ,88 ,512178 ,1133 ,17699 ,1377655 ,1530 ,6249 ,2326714 ,1877 ,123613 ,1675242 ,716 ,4089 ,1274207 ,2094 ,58305 ,12760092 ,49 ,321 ,72645 ,729 ,5989 ,1099684 ,1036 ,2521 ,155274578 ,1217 ,2337 ,20071410 ,13 ,16 ,3410 ,41 ,69 ,34880 ,3086 ,26028 ,46287932 ,1790 ,20311 ,57750910 ,3303 ,128644 ,83690796 
,　　肩の傷害〈損傷〉,1045 ,20501 ,1045 ,109142 ,45213890 ,59 ,42 ,19454 ,424 ,1080 ,430007 ,19 ,18 ,41633 ,447 ,8159 ,657966 ,417 ,2065 ,605872 ,663 ,47362 ,815252 ,363 ,2427 ,1000205 ,646 ,22513 ,4596093 ,55 ,617 ,126100 ,329 ,4103 ,993114 ,150 ,182 ,3861529 ,176 ,396 ,1158326 ,1 ,1 ,330 ,20 ,45 ,26860 ,1006 ,19196 ,28570587 ,102 ,936 ,2310562 ,1001 ,60949 ,36297332 
,　　骨の密度及び構造の障害,5215 ,93724 ,5215 ,497698 ,294485680 ,654 ,555 ,220983 ,2975 ,7527 ,2750572 ,242 ,227 ,1074446 ,1897 ,32945 ,2762256 ,2145 ,9276 ,2519410 ,2997 ,214576 ,3308112 ,1231 ,9527 ,3492455 ,3437 ,112757 ,23618120 ,105 ,949 ,186315 ,1322 ,12986 ,3008060 ,1101 ,2174 ,60134223 ,1058 ,1986 ,10293071 ,13 ,46 ,55860 ,120 ,186 ,98970 ,4871 ,61795 ,102706091 ,2191 ,30169 ,78256566 ,5024 ,269931 ,171649245 
,　　その他の筋骨格系及び結合組織の疾患,32412 ,579941 ,32412 ,2780320 ,1828411180 ,4036 ,3479 ,1375131 ,16823 ,38876 ,13912582 ,828 ,805 ,2502921 ,10940 ,216436 ,18825994 ,10600 ,36622 ,10730763 ,15984 ,1008032 ,19026796 ,6015 ,59695 ,27910666 ,18107 ,693613 ,137466788 ,722 ,4623 ,1023275 ,7292 ,116845 ,33410706 ,6115 ,11131 ,200521567 ,4840 ,8681 ,37460295 ,112 ,259 ,177462 ,2118 ,2711 ,1462366 ,30144 ,397297 ,697647807 ,14595 ,181022 ,624386899 ,31256 ,1654016 ,1014006975 
,ⅩⅣ　腎尿路生殖器系の疾患,97656 ,1305478 ,97656 ,6628743 ,4365400574 ,15952 ,11590 ,5512862 ,52181 ,112470 ,38563547 ,2731 ,2550 ,12555490 ,38726 ,775644 ,64113640 ,33044 ,102709 ,32139876 ,55103 ,3002129 ,48985075 ,22647 ,192056 ,72048668 ,23694 ,585719 ,120945745 ,1484 ,9158 ,1838615 ,34755 ,466903 ,468713673 ,25405 ,36389 ,461725648 ,16124 ,25762 ,88983106 ,262 ,626 ,514228 ,11857 ,15871 ,8181952 ,91501 ,839037 ,1514226610 ,49077 ,449452 ,1426052810 ,91651 ,3577350 ,2278441213 
,　　糸球体疾患及び腎尿細管間質性疾患,18692 ,217541 ,18692 ,1050758 ,729365395 ,4856 ,3416 ,1660374 ,11549 ,24600 ,8013965 ,540 ,514 ,1157071 ,7688 ,125416 ,12027288 ,7114 ,16375 ,5787235 ,10888 ,502757 ,7872531 ,3701 ,32593 ,15309727 ,3826 ,80136 ,17033424 ,240 ,1011 ,243520 ,2874 ,36743 ,10117187 ,3418 ,5073 ,47348805 ,1684 ,2635 ,9321105 ,48 ,154 ,165780 ,2073 ,2536 ,1266998 ,17233 ,87972 ,178318430 ,13417 ,128795 ,413721635 ,17819 ,557971 ,369326139 
,　　腎不全,31541 ,587952 ,31541 ,3059948 ,1914618100 ,3419 ,2578 ,1044799 ,15854 ,36155 ,12094869 ,1284 ,1122 ,9157391 ,13863 ,346948 ,26347207 ,12848 ,41234 ,11981686 ,15920 ,1396530 ,24795885 ,7283 ,74434 ,23256277 ,11410 ,249068 ,48886518 ,473 ,1991 ,384850 ,22210 ,306720 ,437592322 ,6674 ,12610 ,113429672 ,1466 ,1262 ,5242160 ,132 ,250 ,139890 ,1452 ,2084 ,1027518 ,30119 ,431644 ,704883769 ,12844 ,154821 ,494346736 ,30451 ,1762984 ,1130267831 
,　　尿路結石症,7964 ,51517 ,7964 ,236610 ,276331306 ,1229 ,994 ,505041 ,4651 ,9353 ,3334764 ,55 ,58 ,127322 ,1987 ,27892 ,2541527 ,2302 ,7750 ,2364624 ,4488 ,104114 ,1391585 ,1538 ,6328 ,2372571 ,574 ,12673 ,2678796 ,27 ,168 ,29115 ,915 ,8421 ,1657423 ,3844 ,4117 ,79919040 ,3036 ,4768 ,16670974 ,3 ,14 ,9240 ,256 ,363 ,135230 ,7508 ,25401 ,87640368 ,4388 ,24161 ,74953336 ,7586 ,118951 ,74209257 
,　　その他の腎尿路系の疾患,19974 ,319081 ,19974 ,1681369 ,835683017 ,4458 ,3072 ,1571365 ,9761 ,21026 ,7316193 ,615 ,617 ,1603935 ,9803 ,211540 ,16480364 ,8025 ,29522 ,9372081 ,11717 ,709599 ,11103676 ,5915 ,61453 ,23234514 ,6966 ,212118 ,45285334 ,564 ,4705 ,925185 ,5877 ,102127 ,16926375 ,2324 ,4002 ,38470339 ,1435 ,2421 ,7258407 ,48 ,140 ,150998 ,1241 ,1845 ,806686 ,19176 ,240024 ,410254417 ,8008 ,77068 ,244638356 ,18448 ,853790 ,522760398 
,　　前立腺肥大（症）,5031 ,43198 ,5031 ,224776 ,173837675 ,244 ,186 ,77967 ,2680 ,5838 ,2013144 ,128 ,129 ,295429 ,1444 ,26661 ,2622002 ,848 ,4268 ,1395680 ,2969 ,104709 ,1551982 ,1008 ,5774 ,3006765 ,499 ,21310 ,4773662 ,75 ,618 ,121965 ,879 ,5997 ,1108154 ,2124 ,2511 ,45699122 ,2108 ,3415 ,9664750 ,4 ,8 ,5990 ,1943 ,2462 ,1290350 ,4760 ,24590 ,54404072 ,2170 ,16300 ,45806641 ,4927 ,107527 ,68768668 
,　　その他の男性生殖器の疾患,2590 ,17874 ,2590 ,84949 ,68671500 ,674 ,537 ,247194 ,1532 ,2871 ,901030 ,46 ,47 ,100874 ,626 ,8853 ,865721 ,620 ,1166 ,426020 ,1674 ,43140 ,746738 ,400 ,1907 ,1206960 ,173 ,4520 ,1003315 ,23 ,108 ,21310 ,253 ,1752 ,494064 ,828 ,942 ,5354646 ,763 ,1135 ,3713568 ,2 ,13 ,15950 ,365 ,461 ,230660 ,2438 ,5702 ,16124024 ,1884 ,11788 ,37219356 ,2523 ,42631 ,28089020 
,　　月経障害及び閉経周辺期障害,331 ,2328 ,331 ,13203 ,8253388 ,94 ,71 ,35277 ,155 ,286 ,96040 ,1 ,1 ,300 ,126 ,1090 ,133605 ,64 ,113 ,48151 ,237 ,7771 ,105943 ,70 ,267 ,54484 ,14 ,631 ,147348 ,30 ,192 ,39780 ,35 ,149 ,31187 ,117 ,214 ,1674445 ,83 ,120 ,452551 ,8 ,16 ,2090 ,88 ,126 ,57610 ,301 ,1400 ,2807104 ,170 ,756 ,2560697 ,282 ,5193 ,3349373 
,　　乳房及びその他の女性生殖器の疾患,11533 ,65987 ,11533 ,277130 ,358640193 ,978 ,736 ,370845 ,5999 ,12341 ,4793542 ,62 ,62 ,113168 ,3189 ,27244 ,3095926 ,1223 ,2281 ,764399 ,7210 ,133509 ,1416735 ,2732 ,9300 ,3607370 ,232 ,5263 ,1137348 ,52 ,365 ,72890 ,1712 ,4994 ,786961 ,6076 ,6920 ,129829579 ,5549 ,10006 ,36659591 ,17 ,31 ,24290 ,4439 ,5994 ,3366900 ,9966 ,22304 ,59794426 ,6196 ,35763 ,112806053 ,9615 ,128303 ,81670527 
,ⅩⅤ　妊娠，分娩及び産じょく,57296 ,402152 ,57296 ,1343653 ,1479378921 ,6830 ,3125 ,2290145 ,22504 ,40499 ,14150299 ,502 ,446 ,1124128 ,23929 ,177619 ,21334402 ,2558 ,4090 ,712995 ,36719 ,611042 ,4772759 ,22566 ,73947 ,22940500 ,52 ,653 ,140443 ,167 ,361 ,78820 ,10100 ,17487 ,2289447 ,23937 ,29086 ,370882127 ,16982 ,31814 ,41877728 ,87 ,117 ,29920 ,8529 ,12122 ,6832828 ,45572 ,108194 ,274726035 ,28392 ,232364 ,715170841 ,44539 ,853384 ,541311307 
,　　流　　産,5300 ,11423 ,5300 ,73015 ,72558292 ,700 ,542 ,253734 ,1436 ,2290 ,699043 ,4 ,4 ,9093 ,2308 ,7979 ,951932 ,249 ,162 ,54845 ,4412 ,32050 ,349739 ,2070 ,1842 ,244009 ,2 ,22 ,5600 ,-,-,-,559 ,84 ,12074 ,4769 ,5049 ,24892612 ,4229 ,4930 ,7233033 ,7 ,7 ,1650 ,4357 ,6678 ,3564632 ,5144 ,4016 ,8389953 ,2403 ,7346 ,25896203 ,2905 ,14319 ,9140444 
,　　妊娠高血圧症候群,2178 ,17367 ,2178 ,63178 ,91213666 ,383 ,256 ,131342 ,1188 ,2202 ,745031 ,14 ,13 ,16443 ,782 ,8333 ,763781 ,193 ,236 ,46933 ,1390 ,31091 ,184879 ,541 ,1740 ,594290 ,4 ,36 ,8081 ,8 ,29 ,7050 ,304 ,706 ,84803 ,886 ,1069 ,20969658 ,707 ,1560 ,2165048 ,4 ,8 ,1760 ,346 ,392 ,249430 ,1901 ,3612 ,22830230 ,1487 ,11865 ,42414607 ,1961 ,39296 ,26360419 
,　　その他の妊娠，分娩及び産じょく,49818 ,373362 ,49818 ,1207460 ,1315606963 ,5747 ,2327 ,1905069 ,19880 ,36007 ,12706225 ,484 ,429 ,1098592 ,20839 ,161307 ,19618689 ,2116 ,3692 ,611217 ,30917 ,547901 ,4238141 ,19955 ,70365 ,22102201 ,46 ,595 ,126762 ,159 ,332 ,71770 ,9237 ,16697 ,2192570 ,18282 ,22968 ,325019857 ,12046 ,25324 ,32479647 ,76 ,102 ,26510 ,3826 ,5052 ,3018766 ,38527 ,100566 ,243505852 ,24502 ,213153 ,646860031 ,39673 ,799769 ,505810444 
,ⅩⅥ　周産期に発生した病態,24834 ,193207 ,24834 ,430973 ,1058633173 ,10352 ,10109 ,4818623 ,8982 ,12240 ,2773866 ,436 ,673 ,1759578 ,12579 ,75437 ,6678194 ,2021 ,3732 ,787936 ,4316 ,92546 ,933706 ,2053 ,7828 ,2796738 ,685 ,8502 ,2079720 ,4 ,4 ,1020 ,6716 ,31715 ,9015816 ,2655 ,3794 ,33625569 ,588 ,1010 ,5748111 ,95 ,152 ,16720 ,199 ,261 ,154610 ,20371 ,42033 ,116172590 ,14316 ,138390 ,871235818 ,17000 ,327638 ,206576542 
,　　妊娠及び胎児発育に関連する障害,6998 ,93647 ,6998 ,187769 ,634065252 ,3220 ,3184 ,1532968 ,3618 ,5288 ,1201375 ,141 ,193 ,584149 ,2622 ,19262 ,1904761 ,1034 ,1917 ,413006 ,1579 ,45151 ,402905 ,690 ,4327 ,1328166 ,459 ,5257 ,1304410 ,1 ,1 ,360 ,860 ,7641 ,3017568 ,800 ,1421 ,14346234 ,174 ,311 ,1989601 ,76 ,123 ,13530 ,92 ,118 ,69910 ,5708 ,13432 ,48664378 ,5435 ,79301 ,557283511 ,5559 ,172530 ,109912658 
,　　その他の周産期に発生した病態,17836 ,99560 ,17836 ,243204 ,424567921 ,7132 ,6925 ,3285655 ,5364 ,6952 ,1572491 ,295 ,480 ,1175429 ,9957 ,56175 ,4773433 ,987 ,1815 ,374930 ,2737 ,47395 ,530801 ,1363 ,3501 ,1468572 ,226 ,3245 ,775310 ,3 ,3 ,660 ,5856 ,24074 ,5998248 ,1855 ,2373 ,19279335 ,414 ,699 ,3758510 ,19 ,29 ,3190 ,107 ,143 ,84700 ,14663 ,28601 ,67508212 ,8881 ,59089 ,313952307 ,11441 ,155108 ,96663884 
,ⅩⅦ　先天奇形，変形及び染色体異常,9690 ,119010 ,9690 ,569088 ,744199245 ,880 ,791 ,367972 ,4440 ,7613 ,2491693 ,387 ,439 ,2622944 ,2990 ,36324 ,9913942 ,2462 ,7310 ,2633183 ,4744 ,271280 ,5486967 ,1155 ,9201 ,5031332 ,2008 ,51421 ,11707874 ,119 ,1287 ,263895 ,1947 ,50408 ,16718850 ,3422 ,6368 ,225412756 ,3688 ,7077 ,51175371 ,199 ,338 ,560920 ,934 ,1098 ,680800 ,8379 ,69739 ,157690521 ,6250 ,48193 ,251438215 ,8393 ,272833 ,174175580 
,　　心臓の先天奇形,1824 ,18926 ,1824 ,92054 ,229848145 ,213 ,194 ,91733 ,1046 ,1910 ,555749 ,138 ,151 ,935618 ,925 ,6692 ,5480548 ,479 ,1137 ,246873 ,914 ,52047 ,802884 ,208 ,1840 ,1246778 ,188 ,2321 ,561118 ,5 ,20 ,4840 ,208 ,3288 ,4637766 ,546 ,1986 ,97168669 ,744 ,1546 ,16477446 ,130 ,213 ,32010 ,42 ,49 ,34000 ,1479 ,5033 ,17255608 ,1455 ,13555 ,84315785 ,1527 ,38020 ,24878161 
,　　その他の先天奇形，変形及び染色体異常,7866 ,100084 ,7866 ,477034 ,514351100 ,667 ,597 ,276239 ,3394 ,5703 ,1935944 ,249 ,288 ,1687326 ,2065 ,29632 ,4433394 ,1983 ,6173 ,2386310 ,3830 ,219233 ,4684083 ,947 ,7361 ,3784554 ,1820 ,49100 ,11146756 ,114 ,1267 ,259055 ,1739 ,47120 ,12081084 ,2876 ,4382 ,128244087 ,2944 ,5531 ,34697925 ,69 ,125 ,528910 ,892 ,1049 ,646800 ,6900 ,64706 ,140434913 ,4795 ,34638 ,167122430 ,6866 ,234813 ,149297419 
,ⅩⅧ　症状，徴候等で他に分類されないもの,39341 ,633275 ,39341 ,3421806 ,1495929949 ,7829 ,6207 ,3031505 ,14612 ,29805 ,10943182 ,697 ,689 ,2198106 ,23115 ,522659 ,46027529 ,17863 ,90902 ,30580065 ,23266 ,1355562 ,24146236 ,18153 ,158084 ,66431232 ,12021 ,367577 ,76895281 ,1151 ,9080 ,1984853 ,15454 ,243804 ,48655875 ,3881 ,6940 ,75724409 ,1721 ,2787 ,9121350 ,77 ,448 ,1117140 ,1626 ,3501 ,1574716 ,37715 ,608112 ,1038337935 ,2581 ,15403 ,58798443 ,34248 ,1659300 ,971479980 
,　　症状，徴候等で他に分類されないもの,39341 ,633275 ,39341 ,3421806 ,1495929949 ,7829 ,6207 ,3031505 ,14612 ,29805 ,10943182 ,697 ,689 ,2198106 ,23115 ,522659 ,46027529 ,17863 ,90902 ,30580065 ,23266 ,1355562 ,24146236 ,18153 ,158084 ,66431232 ,12021 ,367577 ,76895281 ,1151 ,9080 ,1984853 ,15454 ,243804 ,48655875 ,3881 ,6940 ,75724409 ,1721 ,2787 ,9121350 ,77 ,448 ,1117140 ,1626 ,3501 ,1574716 ,37715 ,608112 ,1038337935 ,2581 ,15403 ,58798443 ,34248 ,1659300 ,971479980 
,ⅩⅨ　損傷，中毒及びその他の外因の影響,198059 ,3165077 ,198059 ,17085061 ,11200794138 ,47614 ,42176 ,18385765 ,107780 ,248766 ,94442938 ,4127 ,4162 ,12492320 ,58800 ,962031 ,74278130 ,72010 ,291740 ,80209907 ,96970 ,5287200 ,72336070 ,32998 ,230350 ,73313730 ,128503 ,6259809 ,1305004830 ,3207 ,15228 ,3340910 ,46769 ,410463 ,146851992 ,59135 ,99672 ,2016187446 ,47780 ,77615 ,345062255 ,510 ,975 ,639550 ,2350 ,3586 ,1883966 ,189552 ,2140096 ,4042839573 ,91297 ,1010451 ,2913348697 ,191895 ,9353824 ,5851331481 
,　　骨　　折,120818 ,2093649 ,120818 ,11549706 ,7269872654 ,27817 ,25048 ,10246154 ,66250 ,157979 ,59370482 ,2559 ,2437 ,7488215 ,34229 ,581700 ,43346778 ,43453 ,193731 ,49727197 ,59051 ,3426790 ,44054927 ,18802 ,140983 ,39443011 ,90313 ,4633098 ,934348861 ,1499 ,6259 ,1418600 ,26072 ,171596 ,60991667 ,36191 ,65546 ,1311524566 ,33278 ,54120 ,235321233 ,257 ,479 ,235780 ,847 ,1218 ,509486 ,116307 ,1414088 ,2692143691 ,54408 ,674171 ,1779615031 ,119301 ,6335418 ,3987885754 
,　　頭蓋内損傷及び内臓の損傷,15765 ,250539 ,15765 ,1200679 ,932909077 ,5960 ,5267 ,2469250 ,8499 ,17517 ,6083437 ,257 ,351 ,555339 ,4086 ,63594 ,4883388 ,7488 ,14438 ,6906275 ,5670 ,284010 ,3897130 ,1633 ,13813 ,4550408 ,9224 ,492769 ,123808345 ,244 ,1022 ,225170 ,2347 ,49566 ,10911645 ,3721 ,6463 ,86745818 ,1303 ,1695 ,11446087 ,77 ,119 ,149360 ,207 ,225 ,97130 ,15098 ,155872 ,299475154 ,9274 ,93883 ,370704391 ,14742 ,713249 ,421428283 
,　　熱傷及び腐食,1226 ,19003 ,1226 ,78962 ,76045512 ,392 ,361 ,177717 ,698 ,1402 ,466883 ,40 ,48 ,68840 ,434 ,6677 ,642450 ,270 ,1073 ,230320 ,620 ,28828 ,767861 ,171 ,1435 ,1185515 ,467 ,13573 ,2771112 ,65 ,215 ,43750 ,364 ,5366 ,2208005 ,239 ,769 ,8148801 ,186 ,359 ,2034527 ,9 ,25 ,3740 ,14 ,16 ,8790 ,1130 ,8649 ,17447985 ,791 ,10148 ,39839036 ,1174 ,52362 ,33858328 
,　　中　　毒,2357 ,14807 ,2357 ,73574 ,66354138 ,1730 ,1515 ,821145 ,1556 ,2717 ,1060687 ,38 ,48 ,68153 ,1095 ,9967 ,897901 ,838 ,1512 ,543316 ,786 ,31523 ,462267 ,395 ,1612 ,831515 ,240 ,5265 ,1199844 ,470 ,1495 ,366530 ,316 ,2929 ,887583 ,136 ,177 ,894004 ,19 ,24 ,131644 ,2 ,5 ,660 ,15 ,19 ,6980 ,2297 ,7473 ,16863168 ,1834 ,7290 ,41318711 ,1916 ,32513 ,20879204 
,　　その他の損傷及びその他の外因の影響,57893 ,787079 ,57893 ,4182140 ,2855612757 ,11715 ,9985 ,4671499 ,30777 ,69151 ,27461449 ,1233 ,1278 ,4311773 ,18956 ,300093 ,24507613 ,19961 ,80986 ,22802799 ,30843 ,1516049 ,23153885 ,11997 ,72507 ,27303281 ,28259 ,1115104 ,242876668 ,929 ,6237 ,1286860 ,17670 ,181006 ,71853092 ,18848 ,26717 ,608874257 ,12994 ,21417 ,96128764 ,165 ,347 ,250010 ,1267 ,2108 ,1261580 ,54720 ,554014 ,1016909575 ,24990 ,224959 ,681871528 ,54762 ,2220282 ,1387279912 
入院外,総数,80715527 ,126129161 ,80715527 ,1317246202 ,106527541399 ,77804507 ,121449101 ,16423742878 ,37656340 ,52221561 ,9357638857 ,2292525 ,3967480 ,7100131356 ,30696884 ,179614286 ,19302571187 ,8941953 ,23057519 ,8165624786 ,65022286 ,866930804 ,17875045204 ,5527584 ,12303661 ,9680083077 ,1507855 ,8264519 ,1471493185 ,3107993 ,4911206 ,2029411114 ,12264510 ,39663323 ,10487989828 ,753189 ,780935 ,2887351892 ,930707 ,1698282 ,413269671 ,25142 ,243753 ,516566584 ,981353 ,2125896 ,790760054 ,6669 ,9047 ,25838232 ,・,・,・,・,・,・
,Ⅰ　感染症及び寄生虫症,3081404 ,4687229 ,3081404 ,32857018 ,3862031666 ,2909725 ,4420922 ,794477522 ,1087575 ,1540285 ,280510813 ,39481 ,76559 ,164560918 ,1135202 ,6518683 ,763412382 ,164132 ,417098 ,166372787 ,2373781 ,17960081 ,1106275862 ,217884 ,409277 ,217320875 ,6753 ,41111 ,7535956 ,9642 ,15525 ,6436085 ,726145 ,1358016 ,285037701 ,12000 ,12774 ,31344063 ,10239 ,22751 ,8990572 ,270 ,2373 ,4785314 ,28374 ,61364 ,24883958 ,26 ,30 ,85680 ,・,・,・,・,・,・
,　　腸管感染症,875682 ,1223627 ,875682 ,8286433 ,815298965 ,784564 ,1070784 ,270732003 ,406257 ,606676 ,135288112 ,5646 ,10925 ,20298084 ,230407 ,1403684 ,149996318 ,52389 ,128382 ,43154066 ,744776 ,4779689 ,108600096 ,135575 ,170166 ,46435034 ,1108 ,6793 ,1248489 ,4396 ,6564 ,2407521 ,41732 ,88552 ,24253305 ,1370 ,1522 ,5195046 ,1069 ,2244 ,473148 ,73 ,740 ,1621962 ,3958 ,9656 ,5581144 ,4 ,5 ,14280 ,・,・,・,・,・,・
,　　結　　　核,24894 ,39948 ,24894 ,531683 ,65706431 ,23690 ,39020 ,4623021 ,9619 ,13748 ,2481272 ,1144 ,2147 ,7120661 ,15946 ,146566 ,18710366 ,14965 ,37915 ,11088330 ,15504 ,281535 ,6581845 ,1653 ,4193 ,10296576 ,104 ,541 ,93347 ,90 ,135 ,51790 ,1123 ,2927 ,3318943 ,83 ,110 ,400895 ,67 ,115 ,44782 ,8 ,42 ,49770 ,1155 ,2685 ,844805 ,-,-,-,・,・,・,・,・,・
,　　主として性的伝播様式をとる感染症,58813 ,91578 ,58813 ,600434 ,68918369 ,56256 ,88497 ,14885890 ,15516 ,18765 ,1204481 ,228 ,412 ,1067031 ,37965 ,201949 ,25629190 ,1884 ,5101 ,3022979 ,39892 ,251974 ,11539847 ,2842 ,3847 ,2411390 ,49 ,345 ,66729 ,256 ,491 ,288155 ,12820 ,18791 ,4951979 ,1054 ,1079 ,1696365 ,108 ,122 ,40345 ,2 ,7 ,20510 ,4374 ,9044 ,2084861 ,2 ,3 ,8568 ,・,・,・,・,・,・
,　　皮膚及び粘膜の病変を伴うウイルス疾患,796999 ,1327870 ,796999 ,5830480 ,612020260 ,778652 ,1305823 ,202342102 ,169278 ,226608 ,33620370 ,3433 ,6079 ,11859413 ,82139 ,435683 ,43336120 ,9649 ,24322 ,9730327 ,476572 ,2926878 ,102048337 ,16382 ,43771 ,27832870 ,1372 ,7837 ,1457117 ,1132 ,1752 ,646305 ,457219 ,827314 ,162929632 ,3124 ,2896 ,5740013 ,5562 ,13791 ,6849493 ,47 ,526 ,1013000 ,3490 ,7175 ,2603590 ,3 ,4 ,11424 ,・,・,・,・,・,・
,　　ウイルス肝炎,228493 ,401137 ,228493 ,5608310 ,1074456306 ,222067 ,399460 ,42198271 ,119563 ,176765 ,33206550 ,6463 ,11614 ,39881333 ,163505 ,1739635 ,228116887 ,28731 ,75833 ,50536199 ,150347 ,3046484 ,588130418 ,26816 ,118422 ,56222191 ,757 ,4654 ,833731 ,1101 ,1639 ,746995 ,5540 ,23171 ,23643093 ,1166 ,1468 ,5417839 ,829 ,1547 ,375834 ,71 ,612 ,1162312 ,3103 ,6952 ,3950092 ,12 ,12 ,34272 ,・,・,・,・,・,・
,　　その他のウイルス疾患,104549 ,181980 ,104549 ,1401505 ,235312241 ,94007 ,158609 ,32979918 ,43938 ,71476 ,18959513 ,858 ,1696 ,12121506 ,70483 ,431454 ,46731211 ,5495 ,13989 ,4606099 ,77986 ,698430 ,109562217 ,3636 ,5166 ,5872510 ,446 ,2543 ,563339 ,244 ,358 ,154050 ,7701 ,16477 ,1542420 ,320 ,486 ,1750240 ,52 ,86 ,63383 ,5 ,34 ,45710 ,303 ,690 ,357199 ,1 ,1 ,2856 ,・,・,・,・,・,・
