平成２７年　社会医療診療行為別統計　平成２７年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　頚腕症候群,198 ,3797 ,198 ,22245 ,6876895 ,17 ,17 ,5839 ,57 ,117 ,43390 ,3 ,3 ,5198 ,95 ,1405 ,126260 ,67 ,302 ,103728 ,141 ,11309 ,152073 ,68 ,451 ,99894 ,75 ,3624 ,794669 ,27 ,240 ,52450 ,79 ,832 ,195627 ,22 ,30 ,548205 ,38 ,223 ,108628 ,-,-,-,7 ,14 ,8850 ,186 ,3654 ,4511880 ,5 ,24 ,66388 ,185 ,11236 ,6665674 
,　　腰痛症及び坐骨神経痛,6357 ,77572 ,6357 ,477445 ,169233243 ,986 ,987 ,404252 ,2563 ,5271 ,1882587 ,84 ,76 ,268172 ,3259 ,50918 ,4407184 ,2171 ,10442 ,3332334 ,5270 ,255109 ,4192107 ,2551 ,15427 ,5918451 ,1621 ,47115 ,9737718 ,350 ,3404 ,654255 ,2169 ,13843 ,3159121 ,801 ,1026 ,16007070 ,884 ,1786 ,1950915 ,10 ,132 ,122972 ,213 ,486 ,263420 ,5128 ,66486 ,103265958 ,697 ,4901 ,13528487 ,5019 ,204767 ,128394844 
,　　その他の脊柱障害,3164 ,45141 ,3164 ,263187 ,285136184 ,217 ,217 ,78308 ,2114 ,5232 ,2133118 ,84 ,75 ,418103 ,1214 ,18118 ,1492312 ,1493 ,6789 ,2430796 ,1866 ,118368 ,1761993 ,731 ,4091 ,1568418 ,1969 ,53285 ,11359588 ,45 ,241 ,47900 ,775 ,6762 ,1247920 ,997 ,2555 ,145590503 ,1147 ,2352 ,18581118 ,17 ,24 ,4400 ,41 ,65 ,32320 ,2931 ,26471 ,45276177 ,1597 ,18537 ,53113160 ,3122 ,125255 ,81362074 
,　　肩の傷害〈損傷〉,988 ,18571 ,988 ,98061 ,43460429 ,55 ,55 ,19547 ,482 ,1236 ,547039 ,14 ,14 ,14982 ,446 ,7467 ,635116 ,381 ,1898 ,512188 ,651 ,42460 ,745914 ,361 ,2199 ,882649 ,612 ,19844 ,4064614 ,41 ,384 ,75670 ,346 ,3441 ,902797 ,182 ,212 ,5861054 ,190 ,434 ,1245050 ,3 ,19 ,73350 ,35 ,86 ,51400 ,960 ,17573 ,25841339 ,79 ,739 ,1853738 ,954 ,56281 ,33685916 
,　　骨の密度及び構造の障害,4781 ,86254 ,4781 ,495753 ,247725792 ,458 ,458 ,163446 ,2555 ,6196 ,2327888 ,193 ,182 ,992110 ,1952 ,35403 ,2973263 ,2070 ,10147 ,2657341 ,2994 ,232737 ,3816726 ,1375 ,10665 ,4828492 ,3022 ,96571 ,19640549 ,115 ,977 ,183425 ,1399 ,14078 ,3028848 ,917 ,1800 ,45189506 ,854 ,1679 ,7201496 ,14 ,66 ,46970 ,131 ,233 ,126370 ,4432 ,63204 ,100017788 ,1594 ,21325 ,54387157 ,4586 ,250344 ,158552880 
,　　その他の筋骨格系及び結合組織の疾患,31750 ,562057 ,31750 ,2757878 ,1774841526 ,3495 ,3496 ,1298921 ,16330 ,35936 ,12721547 ,717 ,700 ,2444091 ,10411 ,213552 ,18598388 ,10306 ,36834 ,10676573 ,16244 ,1063197 ,19931239 ,6103 ,57576 ,33377673 ,17476 ,645665 ,128946622 ,710 ,4337 ,923535 ,7171 ,112883 ,32209970 ,6007 ,10976 ,195082474 ,4763 ,8822 ,35634205 ,121 ,383 ,379288 ,2033 ,2630 ,1316270 ,29465 ,384299 ,658943854 ,14647 ,176369 ,622013800 ,30650 ,1600788 ,994436634 
,ⅩⅣ　腎尿路生殖器系の疾患,95315 ,1283887 ,95315 ,6841108 ,4252082669 ,11292 ,11298 ,4454686 ,50174 ,104092 ,34368540 ,2747 ,2570 ,13234359 ,39675 ,816758 ,67641873 ,33691 ,110353 ,33863985 ,56785 ,3223330 ,58238971 ,25362 ,210288 ,84093884 ,21930 ,529606 ,109928386 ,1413 ,8873 ,1827600 ,35964 ,474847 ,473803737 ,26618 ,38070 ,484735765 ,15297 ,24826 ,82033135 ,321 ,792 ,758320 ,11531 ,15807 ,7752385 ,88835 ,844492 ,1440349567 ,47761 ,424364 ,1353760419 ,89416 ,3508868 ,2271431466 
,　　糸球体疾患及び腎尿細管間質性疾患,18069 ,213097 ,18069 ,1075086 ,703598806 ,3345 ,3346 ,1340520 ,10765 ,21722 ,6748880 ,536 ,515 ,1285824 ,7393 ,129057 ,12270688 ,7006 ,17351 ,6119638 ,10990 ,534651 ,9319612 ,4083 ,35788 ,16949131 ,3414 ,69978 ,15189621 ,223 ,1006 ,190515 ,3059 ,38650 ,10532925 ,3436 ,5088 ,47094782 ,1567 ,2501 ,8305196 ,41 ,105 ,212990 ,2092 ,2641 ,1240608 ,16562 ,90810 ,175302417 ,12886 ,121737 ,391497718 ,17262 ,544985 ,364338214 
,　　腎不全,31073 ,588709 ,31073 ,3198158 ,1917985038 ,2512 ,2515 ,851757 ,15656 ,35044 ,11177471 ,1350 ,1210 ,9786778 ,14438 ,366105 ,27753980 ,13069 ,42871 ,12201856 ,16429 ,1522893 ,30213947 ,8127 ,80224 ,28357132 ,10901 ,231143 ,45977882 ,458 ,1962 ,410585 ,22304 ,308464 ,442099154 ,7117 ,13586 ,127927617 ,1477 ,1386 ,5572029 ,177 ,342 ,77930 ,1451 ,2101 ,1009830 ,29523 ,432877 ,676921709 ,12703 ,155059 ,496881543 ,30022 ,1758124 ,1146259178 
,　　尿路結石症,7807 ,49163 ,7807 ,251983 ,253585923 ,1159 ,1160 ,501309 ,5092 ,9374 ,3118130 ,52 ,44 ,124766 ,2524 ,34885 ,3282955 ,2948 ,11277 ,3065028 ,4954 ,109538 ,1514062 ,2138 ,7219 ,2889393 ,451 ,11543 ,2431275 ,22 ,170 ,33310 ,1099 ,7916 ,1276696 ,5035 ,5235 ,101876343 ,2726 ,4333 ,14428108 ,4 ,6 ,1100 ,239 ,356 ,142358 ,7317 ,26548 ,49329102 ,5169 ,22374 ,69441953 ,7457 ,114555 ,72399690 
,　　その他の腎尿路系の疾患,19173 ,302107 ,19173 ,1685523 ,787399103 ,2830 ,2831 ,1175524 ,9122 ,18903 ,6287382 ,622 ,622 ,1548842 ,9565 ,218681 ,17092050 ,7907 ,30394 ,9503618 ,11871 ,742668 ,12300544 ,6388 ,67622 ,26644678 ,6251 ,186107 ,39532685 ,555 ,4785 ,979845 ,6335 ,104444 ,16993427 ,2245 ,3965 ,40523899 ,1398 ,2386 ,7050231 ,63 ,224 ,296930 ,1154 ,1751 ,727070 ,18414 ,234756 ,396472848 ,7220 ,65249 ,210094872 ,17650 ,802627 ,502772046 
,　　前立腺肥大（症）,4933 ,43288 ,4933 ,240877 ,168402703 ,178 ,178 ,62346 ,2448 ,5230 ,1898642 ,90 ,90 ,222120 ,1565 ,27919 ,2874182 ,926 ,4528 ,1547232 ,3124 ,118711 ,2115029 ,1134 ,6199 ,3225572 ,499 ,21447 ,4741738 ,69 ,512 ,106125 ,981 ,6985 ,1333416 ,1952 ,2351 ,42271784 ,1936 ,3160 ,8384118 ,9 ,55 ,91120 ,1818 ,2431 ,1202430 ,4656 ,26555 ,56709462 ,1948 ,14526 ,41447462 ,4839 ,109454 ,70530368 
,　　その他の男性生殖器の疾患,2489 ,17395 ,2489 ,88485 ,64461768 ,438 ,438 ,170940 ,1320 ,2436 ,732432 ,46 ,43 ,96587 ,621 ,10196 ,911090 ,565 ,1389 ,499199 ,1733 ,45855 ,855086 ,462 ,2578 ,1527737 ,165 ,3750 ,846893 ,16 ,75 ,14990 ,319 ,2272 ,654057 ,799 ,922 ,4280480 ,713 ,1037 ,3140746 ,4 ,20 ,50050 ,334 ,465 ,213870 ,2307 ,6790 ,17995630 ,1710 ,10215 ,32471941 ,2437 ,41335 ,27400572 
,　　月経障害及び閉経周辺期障害,346 ,2583 ,346 ,15445 ,8609051 ,63 ,63 ,27871 ,152 ,279 ,102838 ,4 ,4 ,13900 ,135 ,1417 ,231031 ,68 ,262 ,70197 ,254 ,9310 ,204991 ,89 ,306 ,196078 ,22 ,435 ,94618 ,24 ,191 ,52910 ,54 ,263 ,36247 ,121 ,208 ,1507483 ,83 ,113 ,361373 ,6 ,10 ,1430 ,96 ,139 ,66830 ,323 ,1753 ,3330893 ,180 ,692 ,2310361 ,306 ,6029 ,3866132 
,　　乳房及びその他の女性生殖器の疾患,11425 ,67545 ,11425 ,285551 ,348040277 ,767 ,767 ,324419 ,5619 ,11104 ,4302765 ,47 ,42 ,155542 ,3434 ,28498 ,3225897 ,1202 ,2281 ,857217 ,7430 ,139704 ,1715700 ,2941 ,10352 ,4304163 ,227 ,5203 ,1113674 ,46 ,172 ,39320 ,1813 ,5853 ,877815 ,5913 ,6715 ,119253377 ,5397 ,9910 ,34791334 ,17 ,30 ,26770 ,4347 ,5923 ,3149389 ,9733 ,24403 ,64287506 ,5945 ,34512 ,109614569 ,9443 ,131759 ,83865266 
,ⅩⅤ　妊娠，分娩及び産じょく,57655 ,409511 ,57655 ,1411909 ,1463597559 ,3175 ,3176 ,1270021 ,21285 ,36517 ,12956057 ,440 ,390 ,967460 ,25740 ,212076 ,25036827 ,2864 ,5561 ,868653 ,37672 ,628385 ,5385938 ,24089 ,84810 ,28540406 ,75 ,854 ,197362 ,159 ,332 ,84060 ,10861 ,18677 ,2321222 ,24143 ,28975 ,346897644 ,17234 ,32721 ,41796306 ,84 ,134 ,55920 ,8594 ,12411 ,6742913 ,45699 ,129082 ,308267772 ,27238 ,217384 ,682191942 ,44643 ,869054 ,551127870 
,　　流　　産,5666 ,12081 ,5666 ,79968 ,74879381 ,561 ,562 ,222918 ,1430 ,2158 ,658770 ,3 ,2 ,10263 ,2594 ,10080 ,1237344 ,260 ,249 ,71329 ,4777 ,34608 ,409314 ,2309 ,2116 ,336764 ,3 ,138 ,34055 ,3 ,11 ,2270 ,682 ,157 ,34881 ,5118 ,5367 ,25851486 ,4478 ,5220 ,7317932 ,6 ,8 ,1320 ,4699 ,7276 ,3810998 ,5477 ,5154 ,10429905 ,2493 ,6851 ,24449722 ,3096 ,15276 ,9741064 
,　　妊娠高血圧症候群,2308 ,18490 ,2308 ,68665 ,91960545 ,292 ,292 ,110154 ,1212 ,2056 ,678747 ,18 ,13 ,27538 ,907 ,10511 ,946189 ,225 ,426 ,72920 ,1497 ,33087 ,236359 ,643 ,1882 ,696184 ,4 ,15 ,3645 ,8 ,30 ,7870 ,351 ,703 ,80822 ,896 ,1092 ,18995664 ,716 ,1607 ,2146513 ,3 ,3 ,660 ,371 ,432 ,260990 ,2031 ,4718 ,25926195 ,1530 ,11784 ,41769955 ,2088 ,41833 ,28181666 
,　　その他の妊娠，分娩及び産じょく,49681 ,378940 ,49681 ,1263276 ,1296757633 ,2322 ,2322 ,936949 ,18643 ,32303 ,11618540 ,419 ,375 ,929659 ,22239 ,191485 ,22853294 ,2379 ,4886 ,724404 ,31398 ,560690 ,4740265 ,21137 ,80812 ,27507458 ,68 ,701 ,159662 ,148 ,291 ,73920 ,9828 ,17817 ,2205519 ,18129 ,22516 ,302050494 ,12040 ,25894 ,32331861 ,75 ,123 ,53940 ,3524 ,4703 ,2670925 ,38191 ,119210 ,271911672 ,23215 ,198749 ,615972265 ,39459 ,811945 ,513205140 
,ⅩⅥ　周産期に発生した病態,25004 ,199674 ,25004 ,450050 ,1087095125 ,9519 ,9519 ,3868953 ,8572 ,11711 ,2677008 ,370 ,554 ,1295451 ,12163 ,80135 ,7200684 ,2062 ,4310 ,817430 ,4737 ,99793 ,1153862 ,2230 ,8253 ,3123339 ,625 ,7505 ,1819698 ,5 ,5 ,1800 ,7256 ,34218 ,9227775 ,2787 ,3992 ,32929480 ,657 ,1110 ,4987307 ,114 ,190 ,21010 ,225 ,304 ,172850 ,20457 ,50330 ,138855502 ,13832 ,135772 ,879075419 ,16991 ,333781 ,210652240 
,　　妊娠及び胎児発育に関連する障害,7329 ,99635 ,7329 ,197929 ,676254509 ,3096 ,3096 ,1244957 ,3712 ,5439 ,1278742 ,114 ,162 ,454680 ,2355 ,19535 ,2011236 ,1036 ,2095 ,407787 ,1823 ,49515 ,535847 ,755 ,4188 ,1708338 ,404 ,4628 ,1135665 ,4 ,4 ,1440 ,950 ,7653 ,3452650 ,857 ,1615 ,14296169 ,213 ,340 ,1753228 ,99 ,172 ,18920 ,117 ,157 ,91370 ,5862 ,16940 ,59555538 ,5563 ,81549 ,588457034 ,5734 ,179897 ,114798060 
,　　その他の周産期に発生した病態,17675 ,100039 ,17675 ,252121 ,410840616 ,6423 ,6423 ,2623996 ,4860 ,6272 ,1398266 ,256 ,392 ,840771 ,9808 ,60600 ,5189448 ,1026 ,2215 ,409643 ,2914 ,50278 ,618015 ,1475 ,4065 ,1415001 ,221 ,2877 ,684033 ,1 ,1 ,360 ,6306 ,26565 ,5775125 ,1930 ,2377 ,18633311 ,444 ,770 ,3234079 ,15 ,18 ,2090 ,108 ,147 ,81480 ,14595 ,33390 ,79299964 ,8269 ,54223 ,290618385 ,11257 ,153884 ,95854180 
,ⅩⅦ　先天奇形，変形及び染色体異常,9754 ,120207 ,9754 ,593208 ,744519695 ,749 ,749 ,303243 ,4067 ,6836 ,2195731 ,244 ,277 ,1508689 ,3010 ,42094 ,10334098 ,2517 ,8706 ,2949343 ,5040 ,290392 ,6272479 ,1453 ,10887 ,7818032 ,1852 ,46782 ,10732681 ,109 ,1056 ,206665 ,2030 ,50171 ,13058133 ,3449 ,6831 ,226256464 ,3733 ,7280 ,52142417 ,250 ,425 ,2012730 ,858 ,1011 ,594540 ,8356 ,73850 ,171609115 ,6053 ,45382 ,236030035 ,8474 ,276394 ,179077364 
,　　心臓の先天奇形,1817 ,18708 ,1817 ,108255 ,231774942 ,171 ,171 ,68302 ,901 ,1525 ,427790 ,86 ,95 ,543405 ,898 ,9276 ,5949559 ,487 ,2260 ,443149 ,1017 ,64321 ,1353933 ,340 ,2289 ,3159630 ,123 ,1580 ,376305 ,-,-,-,241 ,3895 ,1543561 ,543 ,2314 ,100994866 ,763 ,1681 ,17665454 ,148 ,292 ,44770 ,30 ,38 ,18960 ,1438 ,6566 ,23305025 ,1307 ,11821 ,75878188 ,1517 ,36903 ,24141314 
,　　その他の先天奇形，変形及び染色体異常,7937 ,101499 ,7937 ,484953 ,512744753 ,578 ,578 ,234941 ,3166 ,5311 ,1767941 ,158 ,182 ,965284 ,2112 ,32818 ,4384539 ,2030 ,6446 ,2506194 ,4023 ,226071 ,4918546 ,1113 ,8598 ,4658402 ,1729 ,45202 ,10356376 ,109 ,1056 ,206665 ,1789 ,46276 ,11514572 ,2906 ,4517 ,125261598 ,2970 ,5599 ,34476963 ,102 ,133 ,1967960 ,828 ,973 ,575580 ,6918 ,67284 ,148304090 ,4746 ,33561 ,160151847 ,6957 ,239491 ,154936050 
,ⅩⅧ　症状，徴候等で他に分類されないもの,41780 ,671339 ,41780 ,3788571 ,1597689223 ,6359 ,6363 ,2715072 ,15590 ,31355 ,11005945 ,789 ,775 ,2403573 ,24977 ,569172 ,49371551 ,19236 ,99259 ,33153772 ,25372 ,1546281 ,29328674 ,20382 ,184694 ,80051750 ,12796 ,390805 ,82232359 ,1063 ,8250 ,1795790 ,17027 ,274840 ,54688064 ,4198 ,7629 ,81435949 ,1893 ,3138 ,10321913 ,120 ,648 ,2085728 ,1771 ,3907 ,1758910 ,40007 ,646564 ,1098816373 ,2542 ,14546 ,55214204 ,36330 ,1746502 ,1057874784 
,　　症状，徴候等で他に分類されないもの,41780 ,671339 ,41780 ,3788571 ,1597689223 ,6359 ,6363 ,2715072 ,15590 ,31355 ,11005945 ,789 ,775 ,2403573 ,24977 ,569172 ,49371551 ,19236 ,99259 ,33153772 ,25372 ,1546281 ,29328674 ,20382 ,184694 ,80051750 ,12796 ,390805 ,82232359 ,1063 ,8250 ,1795790 ,17027 ,274840 ,54688064 ,4198 ,7629 ,81435949 ,1893 ,3138 ,10321913 ,120 ,648 ,2085728 ,1771 ,3907 ,1758910 ,40007 ,646564 ,1098816373 ,2542 ,14546 ,55214204 ,36330 ,1746502 ,1057874784 
,ⅩⅨ　損傷，中毒及びその他の外因の影響,190900 ,3045888 ,190900 ,16832786 ,10623892404 ,40532 ,40561 ,16722161 ,105344 ,233248 ,88130060 ,3726 ,3756 ,12018026 ,59782 ,993923 ,76219192 ,71484 ,299330 ,81164399 ,97351 ,5520978 ,80564670 ,35633 ,244585 ,84781347 ,122902 ,5843446 ,1196030061 ,3000 ,13888 ,3036880 ,48733 ,430471 ,144908101 ,57753 ,96741 ,1950659069 ,45159 ,74716 ,327685375 ,502 ,1164 ,1083822 ,2410 ,3724 ,1862784 ,181451 ,2083971 ,3809810309 ,87521 ,947662 ,2748989769 ,184903 ,8994437 ,5658518298 
,　　骨　　折,113099 ,1964136 ,113099 ,11066348 ,6699832208 ,22980 ,22998 ,8986998 ,63216 ,144022 ,54552728 ,2309 ,2199 ,7445268 ,33376 ,570456 ,42048592 ,42012 ,190920 ,47918248 ,57735 ,3489490 ,47342560 ,19377 ,139805 ,43365035 ,84742 ,4256620 ,837764329 ,1360 ,5636 ,1258625 ,26337 ,173117 ,56556153 ,33420 ,60460 ,1216862735 ,30370 ,49930 ,214511719 ,272 ,569 ,432642 ,843 ,1226 ,467786 ,107998 ,1337155 ,2475542613 ,50281 ,621490 ,1644744570 ,111713 ,5952073 ,3747250702 
,　　頭蓋内損傷及び内臓の損傷,15383 ,242993 ,15383 ,1225185 ,885515179 ,5158 ,5165 ,2303217 ,7904 ,15538 ,5012721 ,281 ,394 ,572349 ,4297 ,74673 ,5375208 ,7319 ,16975 ,7715333 ,5942 ,315610 ,4469444 ,1939 ,17932 ,6398538 ,8616 ,469908 ,117705825 ,189 ,734 ,155180 ,2606 ,58340 ,12076948 ,3557 ,6190 ,78197572 ,1195 ,1624 ,10911714 ,63 ,103 ,18920 ,203 ,257 ,111360 ,14708 ,159311 ,301917353 ,8715 ,82326 ,332579187 ,14342 ,691454 ,424954876 
,　　熱傷及び腐食,1218 ,19218 ,1218 ,84194 ,78024542 ,340 ,340 ,154250 ,664 ,1315 ,407545 ,41 ,50 ,64033 ,465 ,7863 ,759183 ,304 ,1505 ,298855 ,646 ,31705 ,838526 ,198 ,1889 ,1483757 ,461 ,12728 ,2561409 ,58 ,207 ,46980 ,407 ,6241 ,2491416 ,261 ,868 ,11327997 ,193 ,422 ,1890774 ,9 ,21 ,3080 ,15 ,20 ,9290 ,1123 ,9174 ,18422535 ,752 ,9846 ,37263422 ,1167 ,53570 ,34803982 
,　　中　　毒,2343 ,13537 ,2343 ,68123 ,59894599 ,1516 ,1516 ,777482 ,1460 ,2417 ,827856 ,31 ,41 ,76262 ,1171 ,10040 ,905659 ,840 ,1575 ,523521 ,796 ,29462 ,444181 ,480 ,1648 ,689689 ,190 ,3701 ,854161 ,457 ,1300 ,340490 ,364 ,2751 ,872688 ,115 ,135 ,555831 ,12 ,22 ,53641 ,2 ,2 ,220 ,18 ,32 ,19540 ,2280 ,8130 ,18487244 ,1754 ,5351 ,34466125 ,1886 ,29495 ,19214056 
,　　その他の損傷及びその他の外因の影響,58857 ,806004 ,58857 ,4388936 ,2900625876 ,10538 ,10542 ,4500214 ,32100 ,69956 ,27329210 ,1064 ,1072 ,3860114 ,20473 ,330891 ,27130550 ,21009 ,88355 ,24708442 ,32232 ,1654711 ,27469959 ,13639 ,83311 ,32844328 ,28893 ,1100489 ,237144337 ,936 ,6011 ,1235605 ,19019 ,190022 ,72910896 ,20400 ,29088 ,643714934 ,13389 ,22718 ,100317527 ,156 ,469 ,628960 ,1331 ,2189 ,1254808 ,55342 ,570201 ,995440564 ,26019 ,228649 ,699936465 ,55795 ,2267845 ,1432294682 
入院外,総数,79560094 ,125928199 ,79560094 ,1342506038 ,104192373946 ,76773318 ,121516266 ,16470710031 ,37229477 ,52246581 ,9170438460 ,2187033 ,3692194 ,6956242455 ,30165929 ,174834840 ,18632468604 ,8671456 ,22306013 ,7861224482 ,64332499 ,897005405 ,18054498888 ,5659192 ,13084241 ,8850405880 ,1441148 ,7907482 ,1388733279 ,3020795 ,4856062 ,1995352409 ,12308842 ,40236131 ,10437141465 ,742238 ,761498 ,2707138938 ,946556 ,1758866 ,421396646 ,23140 ,215931 ,446413564 ,958515 ,2072157 ,748834060 ,5648 ,7670 ,21905520 ,・,・,・,・,・,・
,Ⅰ　感染症及び寄生虫症,3151166 ,4817375 ,3151166 ,33806494 ,3478401143 ,2968913 ,4540410 ,833190781 ,1139764 ,1624134 ,293751819 ,38323 ,73431 ,157389003 ,1135414 ,6271326 ,733772202 ,158642 ,402623 ,158760506 ,2442099 ,18915429 ,727293235 ,247570 ,516091 ,225307236 ,6747 ,41308 ,7618459 ,9428 ,15205 ,6036387 ,704599 ,1310211 ,269517148 ,11402 ,11921 ,28942917 ,10186 ,22801 ,8463650 ,258 ,2143 ,4099012 ,27485 ,59287 ,23589899 ,10 ,11 ,31416 ,・,・,・,・,・,・
,　　腸管感染症,945300 ,1302826 ,945300 ,8910856 ,849901903 ,853259 ,1152476 ,297026139 ,437376 ,647304 ,135988094 ,5632 ,11111 ,19667270 ,240688 ,1428798 ,151809157 ,53279 ,130418 ,43098166 ,812334 ,5233675 ,117865478 ,151506 ,190980 ,44399810 ,1123 ,6484 ,1203138 ,4216 ,6545 ,2327160 ,45230 ,88949 ,23956232 ,1302 ,1448 ,5131489 ,1131 ,2376 ,434657 ,68 ,690 ,1484956 ,3918 ,9551 ,5419954 ,2 ,2 ,5712 ,・,・,・,・,・,・
,　　結　　　核,24294 ,38975 ,24294 ,527753 ,58680894 ,23143 ,37903 ,4432550 ,9361 ,13587 ,2366265 ,1090 ,2099 ,5032066 ,15627 ,140707 ,17614606 ,14394 ,36257 ,10458934 ,15309 ,286819 ,6421653 ,1677 ,4451 ,8306920 ,99 ,585 ,105625 ,71 ,117 ,44540 ,1060 ,2545 ,2670724 ,68 ,83 ,335493 ,75 ,114 ,37300 ,6 ,21 ,96890 ,1075 ,2462 ,754956 ,-,-,-,・,・,・,・,・,・
,　　主として性的伝播様式をとる感染症,55808 ,86519 ,55808 ,570165 ,64034282 ,53352 ,83435 ,14095703 ,15191 ,18376 ,1056534 ,221 ,402 ,1047184 ,35935 ,187574 ,23930221 ,1595 ,4353 ,2558752 ,37562 ,242965 ,11555226 ,2863 ,3957 ,2321698 ,49 ,252 ,48545 ,226 ,444 ,235850 ,12765 ,18299 ,3672161 ,968 ,1005 ,1399273 ,93 ,84 ,32526 ,3 ,39 ,69190 ,4316 ,8976 ,2008204 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　皮膚及び粘膜の病変を伴うウイルス疾患,798327 ,1316398 ,798327 ,5722508 ,616520522 ,767158 ,1274197 ,205401315 ,185397 ,254823 ,47204662 ,3222 ,5654 ,11875239 ,80276 ,426416 ,42170245 ,9154 ,22976 ,9102939 ,465066 ,2879622 ,102224599 ,16569 ,45144 ,27431565 ,1262 ,7253 ,1376892 ,1082 ,1828 ,761504 ,432817 ,782148 ,154507778 ,2998 ,2631 ,4962095 ,5300 ,13185 ,6541936 ,40 ,355 ,633320 ,3055 ,6255 ,2233412 ,1 ,2 ,5712 ,・,・,・,・,・,・
,　　ウイルス肝炎,228536 ,467725 ,228536 ,6058098 ,696988290 ,222593 ,466431 ,49457148 ,123954 ,191420 ,35258627 ,6535 ,11266 ,39707828 ,157525 ,1646050 ,208856268 ,27721 ,73275 ,48123493 ,160203 ,3429697 ,203834144 ,39867 ,197764 ,78874324 ,809 ,4986 ,895287 ,1186 ,1655 ,628730 ,6349 ,25541 ,21641028 ,1066 ,1292 ,4912185 ,959 ,1957 ,427011 ,58 ,336 ,786000 ,2864 ,6375 ,3485052 ,5 ,5 ,14280 ,・,・,・,・,・,・
,　　その他のウイルス疾患,85005 ,146987 ,85005 ,1128163 ,204680012 ,76108 ,128032 ,26412057 ,36732 ,58938 ,15707131 ,709 ,1473 ,8815343 ,62607 ,365351 ,41058666 ,4849 ,12493 ,4148516 ,63580 ,539543 ,98294262 ,3357 ,4899 ,5624092 ,435 ,2492 ,551049 ,208 ,242 ,81505 ,6968 ,13585 ,1869566 ,303 ,449 ,1751662 ,56 ,75 ,37528 ,7 ,15 ,2930 ,249 ,572 ,300994 ,-,-,-,・,・,・,・,・,・
,　　真　菌　症,720819 ,1000417 ,720819 ,7262678 ,602469501 ,695113 ,960941 ,153858589 ,225087 ,282698 ,27609116 ,16679 ,33878 ,49937328 ,329887 ,1097418 ,118054615 ,14395 ,36986 ,12821195 ,666071 ,4442554 ,138015047 ,16272 ,42051 ,35846226 ,2327 ,15508 ,2684322 ,1992 ,3736 ,1722573 ,177705 ,326504 ,52422274 ,2481 ,2489 ,4664202 ,2226 ,4480 ,821635 ,36 ,404 ,660992 ,6285 ,13017 ,3182909 ,-,-,-,・,・,・,・,・,・
,　　感染症及び寄生虫症の続発・後遺症,7295 ,11340 ,7295 ,144939 ,17789190 ,6620 ,9941 ,1151971 ,3278 ,4580 ,791570 ,1018 ,2223 ,7132444 ,2815 ,21746 ,2412122 ,2700 ,6771 ,2242936 ,4958 ,96425 ,1780254 ,431 ,954 ,1577022 ,185 ,1177 ,238437 ,63 ,136 ,62430 ,240 ,736 ,148544 ,18 ,33 ,170511 ,32 ,57 ,25634 ,1 ,4 ,5850 ,72 ,151 ,47598 ,-,-,-,・,・,・,・,・,・
