平成２９年　社会医療診療行為別統計　平成２９年６月審査分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
報告書Ⅰ　医科診療　第　７表　医科診療　件数・診療実日数・実施件数・回数・点数，入院－入院外、傷病（中分類）、診療行為（大分類）別,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：１）「件数」は、明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：２）「実施件数」は、当該診療行為が実施された明細書の数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：３）「回数」は、当該診療行為が実施された延べ算定回数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：４）総数には、「療養担当手当等」、「合算薬剤料」、「補正点数」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：５）総数には、入院時食事療養等を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注：６）総数には、「ⅩⅩ　傷病及び死亡の外因」、「ⅩⅩⅠ　健康状態に影響を及ぼす要因及び保健サービスの利用」、「ⅩⅩⅡ　特殊目的用コード」、「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,件数,診療実日数,総数,,,初   ・  再 診,,,医 学 管 理 等,,,在　宅　医　療,,,検　　　　　査,,,画　像　診　断,,,投　　　　　薬,,,注　　　　　射,,,リハビリテーション,,,精神科専門療法,,,処　　　　　置,,,手　　　　　術,,,麻　　　　　酔,,,放 射 線 治 療,,,病  理  診  断,,,入  院  料  等,,,診断群分類による包括評価等,,,入院時食事療養等(別掲),,
,　　関節症,25379 ,403265 ,25379 ,2248604 ,2236385843 ,758 ,673 ,228115 ,17870 ,50710 ,20004580 ,371 ,329 ,1058861 ,6895 ,103397 ,8059471 ,7788 ,34206 ,7884527 ,13548 ,771378 ,10487355 ,4644 ,26244 ,8853221 ,21181 ,775425 ,168066985 ,229 ,1441 ,293255 ,5160 ,33756 ,7898824 ,10802 ,24812 ,1014074966 ,10697 ,22881 ,124298800 ,55 ,68 ,10120 ,573 ,732 ,401180 ,23896 ,238711 ,438744139 ,13240 ,163834 ,425939202 ,25248 ,1171956 ,751783539 
,　　脊椎障害（脊椎症を含む）,28582 ,450134 ,28582 ,2497564 ,1904196760 ,2284 ,1956 ,725699 ,17951 ,46531 ,17481151 ,518 ,470 ,1457209 ,9230 ,148392 ,11711273 ,11729 ,43190 ,16171682 ,14759 ,991894 ,14357499 ,5304 ,33917 ,12450293 ,19818 ,698991 ,154474211 ,303 ,1515 ,310115 ,5954 ,51788 ,18906287 ,7651 ,11857 ,587502293 ,9226 ,17233 ,111358928 ,58 ,138 ,179344 ,562 ,775 ,390390 ,27074 ,291720 ,513592723 ,13475 ,157156 ,442941641 ,28279 ,1328181 ,840476104 
,　　椎間板障害,7349 ,82764 ,7349 ,465365 ,381129108 ,1169 ,1063 ,412711 ,5511 ,15128 ,6091302 ,71 ,60 ,189360 ,2456 ,34156 ,2549401 ,3350 ,12640 ,5030199 ,4734 ,200042 ,2927996 ,1697 ,6777 ,1888883 ,4739 ,92260 ,21223507 ,49 ,307 ,66395 ,1864 ,9495 ,1603891 ,2889 ,3359 ,119015933 ,3952 ,7521 ,37268435 ,3 ,8 ,11350 ,125 ,174 ,88490 ,6869 ,45090 ,81532459 ,3998 ,37231 ,101228256 ,7273 ,220145 ,143744055 
,　　頚腕症候群,170 ,2867 ,170 ,17084 ,5727688 ,30 ,23 ,8831 ,65 ,129 ,48167 ,3 ,4 ,12909 ,97 ,1514 ,117138 ,70 ,265 ,100773 ,122 ,7740 ,134341 ,70 ,582 ,110464 ,61 ,3161 ,714763 ,23 ,231 ,44445 ,55 ,570 ,252341 ,8 ,9 ,323531 ,25 ,121 ,65659 ,-,-,-,4 ,8 ,4460 ,162 ,2710 ,3732240 ,4 ,17 ,57626 ,161 ,8091 ,4966216 
,　　腰痛症及び坐骨神経痛,5913 ,71801 ,5913 ,422648 ,160655169 ,1084 ,894 ,401615 ,2375 ,5097 ,1850035 ,93 ,89 ,228975 ,2778 ,42284 ,3799774 ,1990 ,9381 ,2958961 ,4785 ,225003 ,3612173 ,2081 ,11312 ,4588588 ,1580 ,45287 ,9263590 ,310 ,3248 ,637890 ,1780 ,11465 ,2923412 ,683 ,881 ,14759614 ,767 ,1663 ,1711212 ,4 ,20 ,46700 ,174 ,401 ,218796 ,4773 ,60445 ,98972611 ,759 ,5178 ,14489183 ,4687 ,190763 ,119232222 
,　　その他の脊柱障害,3614 ,50951 ,3614 ,286007 ,378833839 ,259 ,217 ,86264 ,2575 ,6927 ,2598512 ,112 ,104 ,473266 ,1180 ,17687 ,1425071 ,1611 ,6269 ,2320768 ,1958 ,121321 ,1731690 ,677 ,3883 ,1550813 ,2425 ,66666 ,14616478 ,48 ,267 ,50775 ,754 ,5597 ,1290061 ,1270 ,3247 ,209342333 ,1448 ,2826 ,24296148 ,28 ,38 ,7040 ,38 ,50 ,26950 ,3358 ,27173 ,50473055 ,2037 ,23718 ,68544445 ,3590 ,141924 ,92401951 
,　　肩の傷害〈損傷〉,1042 ,19074 ,1042 ,111840 ,45346700 ,51 ,40 ,15030 ,500 ,1261 ,517842 ,21 ,20 ,86414 ,473 ,8330 ,723627 ,430 ,2177 ,590140 ,713 ,52329 ,826643 ,358 ,2492 ,983760 ,649 ,21046 ,4351474 ,39 ,490 ,99030 ,344 ,4066 ,1140219 ,195 ,288 ,5226001 ,216 ,498 ,1337386 ,3 ,4 ,128640 ,22 ,58 ,34170 ,1004 ,17706 ,26682390 ,109 ,1035 ,2603934 ,1004 ,56221 ,33947893 
,　　骨の密度及び構造の障害,5679 ,98514 ,5679 ,533741 ,330922973 ,782 ,659 ,261842 ,3311 ,8575 ,3176331 ,271 ,261 ,1296085 ,1962 ,33192 ,2867050 ,2293 ,9147 ,2666219 ,3199 ,230751 ,3785927 ,1301 ,9988 ,4569795 ,3855 ,126293 ,26634059 ,128 ,1055 ,200485 ,1324 ,12800 ,3027640 ,1279 ,2587 ,74547557 ,1175 ,2111 ,11008352 ,15 ,84 ,132470 ,154 ,270 ,150158 ,5278 ,62954 ,111156411 ,2445 ,32984 ,85442292 ,5439 ,281441 ,180117780 
,　　その他の筋骨格系及び結合組織の疾患,36081 ,635754 ,36081 ,3092921 ,2053088739 ,4772 ,4073 ,1624239 ,18678 ,44302 ,15993577 ,1004 ,1007 ,3004538 ,12197 ,227919 ,20379847 ,11717 ,40214 ,12100755 ,17935 ,1116268 ,20849864 ,6589 ,61157 ,29138976 ,20393 ,808958 ,159030790 ,782 ,5248 ,1118900 ,7928 ,123590 ,35946756 ,6887 ,12507 ,230924072 ,5556 ,10017 ,42837360 ,113 ,291 ,248300 ,2250 ,2917 ,1575521 ,33905 ,446409 ,808272060 ,15640 ,187836 ,669847689 ,34820 ,1814000 ,1109149338 
,ⅩⅣ　腎尿路生殖器系の疾患,102442 ,1342683 ,102442 ,6851406 ,4640075793 ,17224 ,12548 ,5919673 ,56136 ,123967 ,42262707 ,2840 ,2683 ,13549570 ,41446 ,792989 ,66575523 ,34581 ,106180 ,33368921 ,57599 ,3085585 ,52551961 ,23257 ,190416 ,75473364 ,25878 ,640930 ,131536720 ,1508 ,9660 ,1931430 ,35734 ,473084 ,490273837 ,27714 ,39897 ,521689902 ,17830 ,28777 ,103580846 ,284 ,717 ,597040 ,12712 ,16942 ,8963012 ,96240 ,858683 ,1589946684 ,52327 ,467663 ,1501167397 ,96307 ,3675064 ,2339485526 
,　　糸球体疾患及び腎尿細管間質性疾患,19718 ,227511 ,19718 ,1093801 ,779884084 ,5315 ,3810 ,1832800 ,12597 ,27213 ,8917132 ,586 ,573 ,1314509 ,8684 ,129228 ,12623772 ,7473 ,16320 ,6022068 ,11374 ,515626 ,8127670 ,3788 ,32633 ,16212839 ,4510 ,91607 ,19489954 ,228 ,935 ,182540 ,3001 ,37566 ,10666789 ,3706 ,5544 ,52546725 ,1904 ,3017 ,10881155 ,43 ,119 ,133690 ,2241 ,2721 ,1366336 ,18175 ,91481 ,190015963 ,14234 ,135301 ,439549072 ,18842 ,582287 ,384619860 
,　　腎不全,32446 ,593270 ,32446 ,3134245 ,1990698148 ,3643 ,2749 ,1116975 ,16462 ,38679 ,12884478 ,1267 ,1149 ,9693019 ,14303 ,351365 ,27363727 ,13146 ,42414 ,12342772 ,16283 ,1429559 ,27024997 ,7360 ,71262 ,24485274 ,12026 ,270840 ,52747875 ,493 ,2239 ,425675 ,22693 ,314280 ,458530228 ,7085 ,13595 ,122966925 ,1523 ,1319 ,5322357 ,161 ,357 ,199670 ,1468 ,2096 ,1089860 ,31148 ,436277 ,729491597 ,13294 ,155563 ,504617867 ,31277 ,1783860 ,1141452061 
,　　尿路結石症,8641 ,55580 ,8641 ,253306 ,311138673 ,1361 ,1090 ,558655 ,5264 ,10803 ,3802058 ,80 ,76 ,195756 ,2219 ,28999 ,2790772 ,2562 ,8544 ,2569962 ,4864 ,110710 ,1442426 ,1660 ,6272 ,2415954 ,613 ,13668 ,2861947 ,36 ,297 ,59475 ,957 ,7906 ,1633235 ,4543 ,4903 ,96994150 ,3659 ,5760 ,21524409 ,2 ,3 ,330 ,296 ,417 ,163020 ,8167 ,26242 ,87719995 ,5015 ,27607 ,86388631 ,8251 ,127422 ,79826341 
,　　その他の腎尿路系の疾患,21142 ,332165 ,21142 ,1745454 ,894287236 ,4878 ,3376 ,1675986 ,10497 ,23315 ,8007068 ,681 ,666 ,1833841 ,10641 ,220700 ,17110699 ,8457 ,30903 ,9814141 ,12480 ,731069 ,11611464 ,6191 ,63826 ,24438800 ,7640 ,228181 ,48355589 ,589 ,4977 ,981245 ,5986 ,99259 ,16623718 ,2438 ,4318 ,42077715 ,1519 ,2574 ,8082506 ,49 ,176 ,168790 ,1323 ,1929 ,835906 ,20367 ,248274 ,440348761 ,8561 ,81897 ,262105935 ,19590 ,887236 ,544508161 
,　　前立腺肥大（症）,5147 ,42870 ,5147 ,225253 ,179448411 ,264 ,190 ,81335 ,2757 ,6274 ,2213874 ,120 ,116 ,272464 ,1436 ,24805 ,2517562 ,851 ,4144 ,1347339 ,2991 ,104272 ,1775320 ,999 ,4946 ,3202149 ,554 ,23964 ,5310457 ,79 ,814 ,168445 ,929 ,6313 ,1218147 ,2162 ,2588 ,47344420 ,2159 ,3547 ,10778070 ,4 ,16 ,10230 ,1934 ,2445 ,1307430 ,4862 ,25278 ,57471573 ,2250 ,15501 ,44371412 ,5051 ,107110 ,69033109 
,　　その他の男性生殖器の疾患,2602 ,18113 ,2602 ,84636 ,69954726 ,635 ,459 ,220337 ,1609 ,3159 ,1023574 ,48 ,50 ,104072 ,658 ,8346 ,782039 ,648 ,1223 ,436446 ,1687 ,42170 ,911717 ,356 ,1792 ,769257 ,208 ,4726 ,1049597 ,14 ,46 ,10260 ,285 ,2148 ,669229 ,930 ,1059 ,5837866 ,839 ,1255 ,4190807 ,2 ,2 ,440 ,362 ,458 ,228990 ,2457 ,5732 ,16182916 ,1925 ,12011 ,37537179 ,2526 ,43359 ,28581759 
,　　月経障害及び閉経周辺期障害,386 ,2472 ,386 ,14230 ,10490940 ,111 ,91 ,43662 ,183 ,346 ,123952 ,4 ,3 ,27161 ,139 ,1194 ,146283 ,70 ,176 ,63284 ,266 ,7827 ,94243 ,73 ,301 ,262172 ,23 ,809 ,177386 ,18 ,86 ,20655 ,50 ,457 ,66721 ,146 ,256 ,2325883 ,102 ,154 ,556157 ,3 ,16 ,17150 ,112 ,160 ,74916 ,356 ,1390 ,3312148 ,214 ,964 ,3179167 ,342 ,5551 ,3527174 
,　　乳房及びその他の女性生殖器の疾患,12360 ,70702 ,12360 ,300481 ,404173575 ,1017 ,783 ,389923 ,6767 ,14178 ,5290571 ,54 ,50 ,108748 ,3366 ,28352 ,3240669 ,1374 ,2456 ,772909 ,7654 ,144352 ,1564124 ,2830 ,9384 ,3686919 ,304 ,7135 ,1543915 ,51 ,266 ,83135 ,1833 ,5155 ,865770 ,6704 ,7634 ,151596218 ,6125 ,11151 ,42245385 ,20 ,28 ,66740 ,4976 ,6716 ,3896554 ,10708 ,24009 ,65403731 ,6834 ,38819 ,123418134 ,10428 ,138239 ,87937061 
,ⅩⅤ　妊娠，分娩及び産じょく,57324 ,395101 ,57324 ,1372165 ,1484287728 ,7569 ,3157 ,2499549 ,23444 ,43158 ,14783858 ,611 ,540 ,1305829 ,24048 ,182516 ,21656053 ,2497 ,3869 ,700165 ,36874 ,641501 ,4755064 ,22758 ,72213 ,22858269 ,95 ,750 ,185790 ,176 ,325 ,100520 ,10106 ,16273 ,2237275 ,24133 ,29212 ,377475244 ,17248 ,32271 ,42018142 ,76 ,91 ,23760 ,8635 ,12286 ,6960376 ,45682 ,107064 ,277238443 ,28236 ,226540 ,708950809 ,44505 ,830235 ,526907599 
,　　流　　産,5365 ,11017 ,5365 ,74128 ,69913347 ,719 ,526 ,253467 ,1393 ,2207 ,646248 ,3 ,-,1108 ,2352 ,8250 ,972898 ,234 ,144 ,46363 ,4523 ,33353 ,349881 ,2067 ,1594 ,219000 ,3 ,7 ,1715 ,2 ,2 ,510 ,598 ,60 ,9104 ,4883 ,5154 ,23914181 ,4338 ,4959 ,7118065 ,8 ,9 ,2530 ,4502 ,6926 ,3730460 ,5185 ,4039 ,8009483 ,2374 ,6891 ,24574904 ,2850 ,13129 ,8395918 
,　　妊娠高血圧症候群,2199 ,17420 ,2199 ,64482 ,90924380 ,415 ,272 ,137069 ,1236 ,2358 ,749781 ,22 ,19 ,37401 ,786 ,8298 ,742460 ,182 ,244 ,51542 ,1421 ,32394 ,195213 ,589 ,1791 ,587986 ,3 ,31 ,8340 ,8 ,19 ,3210 ,322 ,667 ,85425 ,873 ,1106 ,20523520 ,685 ,1461 ,2106479 ,6 ,6 ,1100 ,346 ,393 ,238840 ,1932 ,3631 ,22880452 ,1459 ,11783 ,42575472 ,1972 ,38924 ,26096506 
,　　その他の妊娠，分娩及び産じょく,49760 ,366664 ,49760 ,1233555 ,1323450001 ,6435 ,2359 ,2109013 ,20815 ,38593 ,13387829 ,586 ,521 ,1267320 ,20910 ,165968 ,19940695 ,2081 ,3481 ,602260 ,30930 ,575754 ,4209970 ,20102 ,68828 ,22051283 ,89 ,712 ,175735 ,166 ,304 ,96800 ,9186 ,15546 ,2142746 ,18377 ,22952 ,333037543 ,12225 ,25851 ,32793598 ,62 ,76 ,20130 ,3787 ,4967 ,2991076 ,38565 ,99394 ,246348508 ,24403 ,207866 ,641800433 ,39683 ,778182 ,492415175 
,ⅩⅥ　周産期に発生した病態,24553 ,193888 ,24553 ,441122 ,1075538623 ,10503 ,10242 ,4923179 ,8950 ,12133 ,2672746 ,404 ,592 ,1599988 ,12861 ,75080 ,6437613 ,1997 ,3324 ,733525 ,4431 ,101564 ,1240493 ,1982 ,7326 ,2356120 ,728 ,9568 ,2294662 ,4 ,7 ,1470 ,6380 ,32009 ,9471241 ,2496 ,3554 ,31428568 ,616 ,1019 ,5121479 ,65 ,111 ,12430 ,190 ,255 ,152970 ,20331 ,41974 ,116148099 ,14285 ,139679 ,890542924 ,16979 ,340480 ,215834845 
,　　妊娠及び胎児発育に関連する障害,7147 ,96682 ,7147 ,193119 ,659143970 ,3259 ,3220 ,1568360 ,3767 ,5417 ,1188556 ,113 ,154 ,475733 ,2778 ,18183 ,1649312 ,1017 ,1806 ,429935 ,1722 ,48515 ,574912 ,647 ,3786 ,1065520 ,467 ,5517 ,1350005 ,2 ,4 ,600 ,816 ,7701 ,2928438 ,753 ,1326 ,12773100 ,207 ,334 ,2119229 ,50 ,89 ,9900 ,88 ,114 ,72940 ,5982 ,13859 ,53872219 ,5587 ,82053 ,578782711 ,5744 ,187528 ,120506512 
,　　その他の周産期に発生した病態,17406 ,97206 ,17406 ,248003 ,416394653 ,7244 ,7022 ,3354819 ,5183 ,6716 ,1484190 ,291 ,438 ,1124255 ,10083 ,56897 ,4788301 ,980 ,1518 ,303590 ,2709 ,53049 ,665581 ,1335 ,3540 ,1290600 ,261 ,4051 ,944657 ,2 ,3 ,870 ,5564 ,24308 ,6542803 ,1743 ,2228 ,18655468 ,409 ,685 ,3002250 ,15 ,22 ,2530 ,102 ,141 ,80030 ,14349 ,28115 ,62275880 ,8698 ,57626 ,311760213 ,11235 ,152952 ,95328333 
,ⅩⅦ　先天奇形，変形及び染色体異常,10644 ,124689 ,10644 ,616907 ,827826620 ,881 ,800 ,368225 ,4944 ,8602 ,2752545 ,391 ,424 ,2813004 ,3336 ,37811 ,10791806 ,2713 ,7649 ,3015491 ,5162 ,303529 ,7359427 ,1253 ,9301 ,5823179 ,2106 ,51134 ,11790517 ,112 ,1143 ,222355 ,2174 ,55507 ,20166032 ,3886 ,7481 ,266298836 ,4319 ,8112 ,59425853 ,231 ,376 ,586630 ,967 ,1094 ,676720 ,9278 ,72287 ,164540745 ,7000 ,51319 ,271196089 ,9226 ,285639 ,182195975 
,　　心臓の先天奇形,2110 ,20874 ,2110 ,107635 ,274805283 ,225 ,210 ,98665 ,1169 ,2057 ,585899 ,163 ,174 ,1240485 ,1107 ,8160 ,6558383 ,556 ,1571 ,361922 ,1046 ,61483 ,1809120 ,305 ,2081 ,1955377 ,206 ,2630 ,614038 ,2 ,26 ,5015 ,258 ,3965 ,6385376 ,656 ,2470 ,119025693 ,920 ,1912 ,20138560 ,149 ,250 ,43010 ,51 ,63 ,37340 ,1697 ,5368 ,18339190 ,1694 ,15140 ,97614860 ,1793 ,42768 ,27961697 
,　　その他の先天奇形，変形及び染色体異常,8534 ,103815 ,8534 ,509272 ,553021337 ,656 ,590 ,269560 ,3775 ,6545 ,2166646 ,228 ,250 ,1572519 ,2229 ,29651 ,4233423 ,2157 ,6078 ,2653569 ,4116 ,242046 ,5550307 ,948 ,7220 ,3867802 ,1900 ,48504 ,11176479 ,110 ,1117 ,217340 ,1916 ,51542 ,13780656 ,3230 ,5011 ,147273143 ,3399 ,6200 ,39287293 ,82 ,126 ,543620 ,916 ,1031 ,639380 ,7581 ,66919 ,146201555 ,5306 ,36179 ,173581229 ,7433 ,242871 ,154234278 
,ⅩⅧ　症状，徴候等で他に分類されないもの,40395 ,640701 ,40395 ,3434547 ,1550317573 ,7948 ,6245 ,3063196 ,15153 ,31268 ,11464682 ,792 ,781 ,2469115 ,23418 ,513319 ,45770114 ,17941 ,91424 ,30841313 ,23619 ,1363187 ,25203572 ,18071 ,151608 ,65008430 ,12240 ,380747 ,79144705 ,1132 ,10169 ,2114660 ,15539 ,241220 ,50783209 ,3995 ,6987 ,84649411 ,1855 ,3026 ,10700686 ,70 ,337 ,783203 ,1658 ,3557 ,1649573 ,38632 ,614091 ,1071519617 ,2834 ,16453 ,64214887 ,35144 ,1660464 ,968907296 
,　　症状，徴候等で他に分類されないもの,40395 ,640701 ,40395 ,3434547 ,1550317573 ,7948 ,6245 ,3063196 ,15153 ,31268 ,11464682 ,792 ,781 ,2469115 ,23418 ,513319 ,45770114 ,17941 ,91424 ,30841313 ,23619 ,1363187 ,25203572 ,18071 ,151608 ,65008430 ,12240 ,380747 ,79144705 ,1132 ,10169 ,2114660 ,15539 ,241220 ,50783209 ,3995 ,6987 ,84649411 ,1855 ,3026 ,10700686 ,70 ,337 ,783203 ,1658 ,3557 ,1649573 ,38632 ,614091 ,1071519617 ,2834 ,16453 ,64214887 ,35144 ,1660464 ,968907296 
,ⅩⅨ　損傷，中毒及びその他の外因の影響,211433 ,3306839 ,211433 ,18104652 ,12113065216 ,49725 ,43814 ,18940128 ,114225 ,268894 ,102194860 ,4365 ,4407 ,13774582 ,61584 ,997389 ,78358625 ,75866 ,304387 ,85360734 ,103806 ,5547500 ,78040018 ,34421 ,226951 ,78712777 ,135828 ,6794452 ,1415777723 ,3321 ,15677 ,3401695 ,48496 ,411604 ,154436177 ,64377 ,107726 ,2262652514 ,52432 ,85230 ,392429515 ,492 ,961 ,517912 ,2533 ,3961 ,2114174 ,203316 ,2278229 ,4467614067 ,95882 ,1012815 ,2956792079 ,204867 ,9756268 ,6109491216 
,　　骨　　折,129896 ,2211131 ,129896 ,12356422 ,7925840959 ,29350 ,26347 ,10688088 ,69849 ,169806 ,63724182 ,2796 ,2684 ,8305691 ,36213 ,605551 ,46211947 ,46253 ,203069 ,53204324 ,63738 ,3637997 ,47767021 ,19539 ,136886 ,41289461 ,95556 ,5058060 ,1018146537 ,1603 ,6787 ,1449690 ,27109 ,171986 ,64760107 ,39488 ,70679 ,1467321122 ,36590 ,59540 ,269495390 ,263 ,486 ,207320 ,891 ,1293 ,547580 ,125940 ,1529779 ,3025614697 ,57232 ,675175 ,1806188362 ,128178 ,6671306 ,4207379295 
,　　頭蓋内損傷及び内臓の損傷,16946 ,265871 ,16946 ,1312658 ,996805112 ,6300 ,5528 ,2569246 ,9138 ,19137 ,6609257 ,285 ,378 ,1186346 ,4296 ,67445 ,5232937 ,7955 ,15771 ,7472008 ,6264 ,302336 ,4425871 ,1722 ,14572 ,6741872 ,10138 ,559434 ,140298591 ,256 ,1018 ,229035 ,2495 ,52989 ,11565003 ,4067 ,6865 ,88195172 ,1365 ,1769 ,11813847 ,68 ,110 ,22500 ,203 ,257 ,115440 ,16330 ,169058 ,332258549 ,9804 ,95950 ,377797079 ,15937 ,760760 ,447787124 
,　　熱傷及び腐食,1200 ,18723 ,1200 ,80709 ,75989178 ,362 ,346 ,157970 ,715 ,1452 ,487880 ,43 ,51 ,74537 ,410 ,6608 ,628628 ,257 ,973 ,241830 ,607 ,31303 ,710481 ,183 ,1517 ,823661 ,471 ,12778 ,2537460 ,49 ,180 ,37685 ,352 ,5561 ,2146235 ,265 ,812 ,10276442 ,196 ,482 ,2091576 ,7 ,28 ,4730 ,14 ,18 ,9260 ,1112 ,8997 ,18368060 ,755 ,9603 ,37318759 ,1152 ,52883 ,33966627 
,　　中　　毒,2278 ,13646 ,2278 ,63017 ,63600980 ,1663 ,1430 ,775395 ,1518 ,2665 ,1034706 ,29 ,40 ,73083 ,1022 ,8238 ,761134 ,759 ,1107 ,431265 ,675 ,25309 ,336878 ,340 ,1180 ,627989 ,230 ,5563 ,1278606 ,481 ,1524 ,359075 ,276 ,2149 ,920385 ,117 ,149 ,571896 ,18 ,18 ,84011 ,-,-,-,11 ,18 ,7378 ,2205 ,6582 ,15149738 ,1821 ,7040 ,41189391 ,1859 ,29640 ,18997473 
,　　その他の損傷及びその他の外因の影響,61113 ,797468 ,61113 ,4291846 ,3050828987 ,12050 ,10163 ,4749429 ,33005 ,75834 ,30338835 ,1212 ,1254 ,4134925 ,19643 ,309547 ,25523979 ,20642 ,83467 ,24011307 ,32522 ,1550555 ,24799767 ,12637 ,72796 ,29229794 ,29433 ,1158617 ,253516529 ,932 ,6168 ,1326210 ,18264 ,178919 ,75044447 ,20440 ,29221 ,696287882 ,14263 ,23421 ,108944691 ,154 ,337 ,283362 ,1414 ,2375 ,1434516 ,57729 ,563813 ,1076223023 ,26270 ,225047 ,694298488 ,57741 ,2241679 ,1401360697 
入院外,総数,83310527 ,130930746 ,83310527 ,1346064309 ,111773445420 ,80296513 ,125965039 ,17029296429 ,38471254 ,53322724 ,9611890313 ,2411310 ,4216524 ,7452279433 ,31970714 ,188326052 ,20196099912 ,9302168 ,24124233 ,8616521165 ,67209927 ,877359104 ,18167974843 ,5569734 ,12327976 ,10888219036 ,1599045 ,8974344 ,1613385144 ,3226782 ,5183571 ,2143270721 ,12701851 ,41277588 ,11140305425 ,774468 ,809397 ,3085424497 ,949500 ,1741113 ,435981069 ,25100 ,246894 ,540223912 ,1002094 ,2176020 ,824226033 ,7319 ,9917 ,28322952 ,・,・,・,・,・,・
,Ⅰ　感染症及び寄生虫症,3239355 ,4939790 ,3239355 ,33454766 ,3787969608 ,3036997 ,4614803 ,835661917 ,1137331 ,1623816 ,314435641 ,40589 ,79342 ,164807531 ,1181615 ,6659859 ,769927895 ,168486 ,430409 ,173948341 ,2492871 ,18054504 ,889807330 ,216893 ,380920 ,243314970 ,6895 ,43703 ,8205718 ,9543 ,15306 ,6182942 ,769248 ,1451885 ,311394199 ,13013 ,13863 ,31880925 ,10319 ,23169 ,9212788 ,236 ,1910 ,3805134 ,28155 ,61110 ,25266299 ,35 ,41 ,117096 ,・,・,・,・,・,・
,　　腸管感染症,963518 ,1352580 ,963518 ,8743910 ,884194754 ,850968 ,1162391 ,294142873 ,444746 ,670506 ,158189998 ,5859 ,11373 ,20674320 ,250935 ,1508265 ,160152827 ,54017 ,131898 ,45042434 ,809160 ,4965071 ,113538359 ,138138 ,171544 ,49436361 ,1096 ,6923 ,1289587 ,4493 ,6856 ,2453785 ,45134 ,95216 ,26685483 ,1464 ,1581 ,5320958 ,994 ,2099 ,377669 ,56 ,552 ,1248800 ,3905 ,9586 ,5621014 ,7 ,7 ,19992 ,・,・,・,・,・,・
,　　結　　　核,23371 ,37634 ,23371 ,500894 ,61761795 ,22173 ,36934 ,4291740 ,9129 ,13165 ,2380947 ,1064 ,2110 ,5348731 ,15208 ,141108 ,18116711 ,14040 ,35928 ,10458898 ,14562 ,261719 ,6385173 ,1568 ,3713 ,9592159 ,95 ,541 ,100370 ,59 ,158 ,94025 ,1118 ,2876 ,3703713 ,79 ,105 ,308148 ,76 ,117 ,93277 ,3 ,9 ,14160 ,1021 ,2409 ,873729 ,-,-,-,・,・,・,・,・,・
,　　主として性的伝播様式をとる感染症,62570 ,97757 ,62570 ,634254 ,74132710 ,60040 ,94503 ,15895602 ,16291 ,19627 ,1343434 ,227 ,451 ,834135 ,40383 ,216235 ,27213519 ,1817 ,4806 ,2817651 ,42473 ,263551 ,12536224 ,2935 ,3966 ,3279532 ,47 ,272 ,55394 ,217 ,400 ,206730 ,13212 ,19811 ,6092620 ,1055 ,1097 ,1611270 ,104 ,83 ,25373 ,2 ,20 ,37860 ,4550 ,9427 ,2180482 ,1 ,1 ,2856 ,・,・,・,・,・,・
,　　皮膚及び粘膜の病変を伴うウイルス疾患,851533 ,1440436 ,851533 ,6201620 ,666825950 ,826659 ,1406288 ,216042791 ,183465 ,250314 ,42379605 ,3621 ,6381 ,11735501 ,89305 ,468946 ,46559562 ,10183 ,25612 ,10522263 ,508776 ,3062823 ,109138287 ,16505 ,44587 ,33149306 ,1456 ,8792 ,1672221 ,1110 ,1739 ,672888 ,489340 ,900674 ,178585004 ,3300 ,3133 ,5790638 ,5771 ,14309 ,7396987 ,30 ,228 ,383520 ,3780 ,7772 ,2788676 ,2 ,3 ,8568 ,・,・,・,・,・,・
,　　ウイルス肝炎,205017 ,345167 ,205017 ,5018857 ,805824005 ,199183 ,343661 ,36572860 ,108999 ,158694 ,30481842 ,6297 ,11134 ,40411431 ,145461 ,1557355 ,205570735 ,28931 ,77027 ,52624061 ,135755 ,2746263 ,344470235 ,21732 ,86676 ,59513216 ,688 ,4520 ,825154 ,986 ,1362 ,518775 ,5131 ,21868 ,24303649 ,1197 ,1430 ,5221984 ,779 ,1454 ,265362 ,60 ,456 ,948296 ,3043 ,6909 ,4033391 ,18 ,22 ,62832 ,・,・,・,・,・,・
